valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
kommunalvalg,C. Det Konservative Folkeparti,"Lene Brix Kjelgaard Jensen, Thisted",0,Thisted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lene Christensen,0,Samsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lene Fly, Solrød Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lene Guldbrandt,80,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lene Juhl Stener, Holte",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lene Lykke Sørensen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lene Skallebæk,0,Brøndby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lene Søs Jonassen, Tornemark",218,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lennart Qvist,0,Ringkøbing-Skjern Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lennie Fredskov Hansen,0,Stevns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Leo Holm,33,Ærø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Leo Lund, Rødekro",0,Aabenraa Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Linda Hartsø,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Linda Kofoed Persson, Vestermarie",0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Linda Sommer Hansen, Langebæk",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Line Ervolder,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Line Rasmussen,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lis Due Rasmussen, Møn",0,Vordingborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lise Bertelsen,938,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lise Jørgensen, Brovst",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Listestemmer,17722,Lemvig Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lizette Cramon,0,Ishøj Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lone Christiansen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lone Rusberg, Hvinningdal",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lone Simonsen, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lotte Finck, Gistrup",0,Aalborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lotte Friis Böing, Mårslet",0,Aarhus Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lotte Stampe, Hornslet",41,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Louise Elisabeth Jensen, Hvissinge",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Louise Faurskov Andersen, Aarup",0,Assens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Louise Feilberg,315,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Louise Haldbo Balslev Bisbo,0,Svendborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Louise Hansen,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Louise Lund, Hillerød Midtby",109,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Lucas Martin Pedersen,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lucas Møller Larsen, Køge Nord",0,Køge Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Lucas Svendsen, Faaborg",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mads Bistrup Hestbæk, Hvissinge",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mads Boeberg Hansen,133,Ærø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mads Jensen, Frederikshavn",0,Frederikshavn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mads Jensen, Grenaa",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mads Nørholm Pedersen,148,Fanø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mads Ramstedt, Jersie Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mads Silberg, Solrød Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mads Tandrup,0,Allerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mads Trytek Olesen,30,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Magnus Jørgensen, Sorø",82,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Magnus Von Dreiager,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Maikhen Petersen,0,Greve Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Maj Allin Thorup,0,Hørsholm Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Maj-Britt Hartvig, Torstorp",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Maj-Britt Mathiesen,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Malena Møller Mortensen,757,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Malene Munkebo Jauer, Sorø",25,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Malou Ananiassen,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Malthe Scharling Borlund Bonde,47,Mariagerfjord Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Manuel Vigilius, Hillerød Midtby",266,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marc Hvenegaard, Fensmark",212,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marcus Sieverts, Hillerød Midtby",30,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Maria Bjerregaard, Vestrup",106,Vesthimmerlands Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Maria Christensen, Varde",0,Varde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Maria Heart, Langeskov",6,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Maria Svane,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mariane Nygaard Holm, Blåvand",0,Varde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Marianne Bugge Zederkof,217,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marianne Carlsson, Gelsted",0,Middelfart Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marianne Poulsen, Rørvig",0,Odsherred Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Marianne Tholstrup Svendsen,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marianne Vinding, Dianalund",61,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Marie Budtz Andersen,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Marie Louise Wedel Bruun,304,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marjan Ganjjou, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mark Ambech,97,Ærø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mark Palmquist, Østermarie",0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mark Pring,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Marlene Rønnow Jørgensen, Hedensted",0,Hedensted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Aastradsen Rosenkrantz, Hvissinge",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Barfoed, Vedbæk",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Christensen, Lille Næstved",4,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Crillesen, Dianalund",95,Sorø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Dam Nørgaard Magnussen,6,Nordfyns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Frøland,242,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Gøth-Bidstrup,0,Slagelse Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Jakobsen, Silkeborg",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Jensing,0,Herlev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Kirkholm Braun, Hjørring",245,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Kondrup Jensen, Støvring",84,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Mackeprang Vinther, Brødeskov",96,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Mikkelsen, Aalborg",0,Aalborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Morsing Larsen, Fredensborg",105,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Martin Raghner, Grenaa",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Seemann,0,Stevns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Sørensen,0,Samsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Veile Nørgaard Sønderby,0,Nyborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Vendel Nielsen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Wood Pedersen,171,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Martin Østergaard Olsen,0,Esbjerg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mathias Holger Nielsen, Hjørring",491,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mathias Schwartz Kirkegaard,0,Greve Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mathilde Kastbjerg,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,May-Britt Andrea Andersen,0,Esbjerg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Melanie Egtorp, Hvissinge",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Melis Aydin, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Merete Fuglsang Hansen, Hune",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Merete Horn, Kerteminde",46,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Merete Winther Hildebrandt,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Anbro Søndergaard, Hvissinge",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Askær,0,Svendborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Carstensen, Trørød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Flauenskjold, Aalborg",0,Aalborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Guldberg, Tjørring",0,Herning Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Helberg,122,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Holm, Glostrup",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Jensen, Hirtshals",469,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Kathrine Millard,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Kærgaard Iversen,107,Morsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Nøhr,960,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mette Nørtoft, Humlebæk",74,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Schmidt Olsen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mette Sjøblom Skals,0,Ringsted Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mia Povlsen, Hundelev",251,Hjørring Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mia Qvist Scheelsbeck, Solrød Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mia Tang,278,Dragør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Bay Olsen,0,Furesø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Bernsdorf Jungfeldt, Faaborg",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Bisbo,0,Svendborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Boll Jensen,58,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Brautsch,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Christensen,268,Faxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Faust Horsbøl, Odder",48,Odder Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Fenger,7312,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Frank Hansen,0,Gribskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Gertsen,0,Nyborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Grove,344,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Hillebrandt, Herning",0,Herning Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Høgh, Viby J",0,Aarhus Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Krogsgaard, Aabybro",0,Jammerbugt Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Lagoni, Helsingør",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael M. Hansen,11,Læsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael M. Jørgensen,0,Lyngby-Taarbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Mathiesen, Espergærde",0,Helsingør Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Møller, Nr. Broby",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Nielsen, Langeskov",1830,Kerteminde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Petersen, Vester Sottrup",0,Sønderborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Povlsgaard,0,Lemvig Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael R. Rugaard,0,Brøndby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael René Nielsen, Nykøbing F.",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Ring Møller Jensen,0,Stevns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Sabroe,0,Hvidovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Michael Wolf,0,Brøndby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michael Ziegler, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michaela Uldall Jensen, Blangslev",5,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Michella Nathja Berling, Glumsø",35,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mie Holdensen, Brædstrup",0,Horsens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mie Sylvestersen-Platz, Gludsted",29,Ikast-Brande Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mikael Arendt Laursen,0,Fredericia Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikael Christensen, Hjallerup",0,Brønderslev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikael Emanuel, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikael Wendelboe, Nivå",47,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mike Straarup,0,Vejen Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikkel Dodt Fregerslev, Humlebæk",256,Fredensborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikkel Egede Herskind, Raklev",0,Kalundborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mikkel Grøndahl, Himmelev",0,Roskilde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mikkel Hedegreen,0,Brøndby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mikkel Lundemann,0,Stevns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mille Toft Schou, Hornslet",316,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mimi Nguyen, Kraghave",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mirela Tanovic, Kolding",160,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mogens Anneberg, Hasle",0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Mogens Busk Sørensen,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Mogens Hallager, Jyllinge",0,Roskilde Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Monika Karpinska Dollerup,0,Tårnby Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Brørup,0,Herlev Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Christensen,111,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Holgersen, Gl. Stenderup",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Hougaard, Ringe",0,Faaborg-Midtfyn Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Hvidtfeldt, Appenæs",30,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Jarlbæk Pedersen, Nærum",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Løgager, Ballerup",0,Ballerup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Melchiors,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Meldgaard, Skævinge",319,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Munksø Rolle, Glostrup",0,Glostrup Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Nedergaard,0,Odense Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Scheelsbeck, Solrød Strand",0,Solrød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Schou Jørgensen,0,Vallensbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Skydsgaard, Sorring",0,Silkeborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Slotved,0,Hørsholm Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Thiessen, Aalborg",0,Aalborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Thoregaard,184,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Trillingsgaard Høybye, Vester Nebel",176,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Ulrich,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Morten Weiss-Pedersen, Middelfart",0,Middelfart Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Wind Lübker,664,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Morten Øster Kristensen,0,Samsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Muhamed Halili,78,Rødovre Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Musa Harmanci,0,Furesø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Natasja Bruun Knudsen, Assens",0,Assens Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Nermina Alagic Klitgaard,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nette Schultz, Bjæverskov",0,Køge Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nick Lyng, Nørre Alslev",0,Guldborgsund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Nicklas Verne,282,Viborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nicklas Ådén Poulsen, Farsø",297,Vesthimmerlands Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nicola Emily Larsen, Birkerød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nicolai Niemann, Bælum",206,Rebild Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nicolai Pandorff, Onsved",0,Frederikssund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Nicolaj Aarøe,0,Esbjerg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Nicolaj Bang, Aarhus",0,Aarhus Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Aakjær Holst, Rønde",30,Syddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Baht,167,Gentofte Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Bang-Ebbestrup, Holmene",4,Hillerød Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Chr. Selchau-Mark,1031,Favrskov Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Christian Klemmensen Tordrup, Aalborg SV",0,Aalborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Fischer-Nielsen,142,Fanø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Haastrup,0,Svendborg Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Henrik Ebdrup,0,Holbæk Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Jørgen Brandt,0,Furesø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Jørgen Thomsen,0,Randers Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Martin Viuff, Frederikssund",0,Frederikssund Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Møller Pedersen,0,Halsnæs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Odgaard,162,Læsø Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,Niels Peder Ravn,0,Københavns Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Rasmusen, Spjellerup",4,Næstved Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Ravn Schmidt, Sønder Stenderup",46,Kolding Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Rosenberg, Gylling",762,Odder Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels Skov Pedersen, Ørum Djurs",0,Norddjurs Kommune,Nej,Nej
kommunalvalg,C. Det Konservative Folkeparti,"Niels-Henrik Holscher, Vordingborg",0,Vordingborg Kommune,Nej,Nej
